C1,C2,X1,X2,Y
Block_2,Block_1,3.9984672100321808,505.2202489327176,0
Block_3,Block_2,12.637196212881653,81.7513657354868,0
Block_1,Block_1,1.7738611912743871,77.51809766614495,0
Block_1,Block_1,3.334069949984915,-0.12724496376076466,0
Block_1,Block_1,26.11648655298551,-4.778540367507576,0
Block_1,Block_1,26.292415571612448,-1.9015013962498548,0
Block_3,Block_2,3.7395316024105267,109.17895435041626,0
Block_1,Block_1,26.895216623678564,-3.4748581332671757,0
Block_1,Block_2,1.6567630682482808,-0.4719570335973291,0
Block_1,Block_1,2.7451897084224903,-1.9409472661309308,0
Block_2,Block_2,3.618933682243788,53.2026541297757,0
Block_1,Block_2,2.727821666297748,-0.1093498076880426,0
Block_2,Block_1,4.87463425703054,825.3301534353369,0
Block_2,Block_1,0.7587940308098342,140.36923486000154,0
Block_2,Block_1,0.2281607146518505,-0.6217377839513311,0
Block_2,Block_1,1.8149439951429849,-4.285743732902908,0
Block_2,Block_1,1.6074257357540793,57.516283916501635,0
Block_1,Block_1,4.050106850203909,956.604366667902,0
Block_1,Block_2,2.430635219885977,-3.3843682545551825,0
Block_2,Block_1,1.1540298767680768,100.7836162288322,0
Block_1,Block_2,1.5305465603596966,-0.4385904261843434,0
Block_2,Block_2,3.2820062446858835,-4.917315351429238,0
Block_2,Block_2,3.2170038990466208,605.5664498817483,0
Block_2,Block_2,0.8780075239942517,89.43429097511444,0
Block_1,Block_2,0.6318702451580099,16.137756359797418,0
Block_1,Block_1,3.005105765418839,448.95796552006203,0
Block_1,Block_1,14.463569050095725,-2.6308522244293355,0
Block_1,Block_1,1.4926116993589895,79.98410171521984,0
Block_2,Block_1,0.8023579491901827,-3.0787979986165244,0
Block_1,Block_2,5.1262935071443865,34.62440624223523,1
Block_1,Block_1,13.467926567435384,84.54547633743105,0
Block_2,Block_1,3.1489166210014328,-2.6638644809846928,0
Block_1,Block_2,0.7583029979010179,41.91629579773944,1
Block_2,Block_2,27.79393858035861,5.824843969572935,0
Block_3,Block_1,1.6496825963195816,-3.507544938944915,0
Block_1,Block_1,18.56750427395876,-1.53686921937932,0
Block_3,Block_2,10.376140346850397,44.6633760556824,0
Block_1,Block_1,3.8556453020823365,205.55000094961983,0
Block_2,Block_2,16.395841833702573,-1.5443725691282189,0
Block_1,Block_1,3.8786977746969913,48.49609444092189,0
Block_1,Block_1,2.259044104505552,-1.1020670587360923,0
Block_1,Block_2,1.4548818154014782,81.09853942792903,0
Block_3,Block_2,1.920386987864236,-2.161701611564653,0
Block_3,Block_1,2.7179495317500635,42.386818813562996,0
Block_2,Block_2,1.4581212920087991,-2.2928750411320165,0
Block_1,Block_2,1.2439370318634122,129.25390445680705,1
Block_1,Block_1,28.989174638633337,-1.1985508393495814,0
Block_1,Block_2,3.4668031978658624,-4.076250822047529,0
Block_2,Block_1,2.3315874719951344,94.26054065279156,0
Block_1,Block_1,28.073658235867356,-0.4570781748978519,0
Block_1,Block_2,8.501662593514151,-0.456457065359352,0
Block_1,Block_1,2.380865732886286,-3.362725065715721,0
Block_3,Block_1,0.8739198309175662,-2.6527224561938714,0
Block_1,Block_1,0.15500378525449854,-0.256436550868421,0
Block_1,Block_1,19.776469179740005,-2.9638355488204344,0
Block_1,Block_2,3.4208936389498197,-0.15103469505769418,0
Block_2,Block_2,2.245995580925064,424.5583220146203,0
Block_1,Block_1,3.971052714131684,5.055532237182703,0
Block_2,Block_1,3.936536636490882,42.07336072990556,0
Block_1,Block_1,3.5382318439247604,263.477241152344,0
Block_3,Block_2,2.3412982547414343,79.4666932939691,0
Block_1,Block_1,2.4308182965430154,-4.783769771078869,0
Block_1,Block_2,0.8597035347812096,-3.327172746312141,0
Block_2,Block_1,5.141691101574821,-4.672702508519377,0
Block_2,Block_1,3.0503864040595663,-3.676180812640671,0
Block_3,Block_2,21.174853363160427,-1.551518267678147,0
Block_1,Block_1,2.0538865774859847,59.379955367747066,0
Block_2,Block_1,0.3034045491458581,28.22638787806275,0
Block_3,Block_2,2.7756690027911097,36.646317080345845,0
Block_1,Block_1,3.5386243653223426,977.5353567170314,0
Block_3,Block_2,3.184937129982142,-3.646083554442381,0
Block_1,Block_1,1.3086893834807856,-1.2192366834527664,0
Block_2,Block_2,15.682403305991912,-3.822843406153662,1
Block_2,Block_2,4.916184690369343,-4.808216249696943,0
Block_2,Block_1,3.4729311696008422,59.970711458727465,0
Block_2,Block_2,5.153472993929318,-1.6837705125942868,0
Block_2,Block_1,0.21372485836750646,559.6059637193706,0
Block_1,Block_2,25.08157496824845,-4.840918244061243,0
Block_3,Block_1,0.19356285127738948,-3.397174481484578,0
Block_1,Block_1,23.009931953062853,72.12553586634711,0
Block_3,Block_2,1.046243769735942,-2.031176902771472,0
Block_1,Block_2,26.332466026881107,407.5402608493486,0
Block_2,Block_2,3.0220525506681915,-1.917569685029012,0
Block_1,Block_1,0.11188115253365273,72.57462713193506,0
Block_2,Block_1,29.678838535463854,59.95469423922307,0
Block_2,Block_1,1.4339013754638747,35.10292662339115,0
Block_3,Block_2,3.7114460425266698,-4.334028373118811,0
Block_1,Block_1,19.247288733116267,-2.0941508778329734,0
Block_1,Block_1,7.32001724052658,-1.5129971632002182,0
Block_2,Block_2,0.11410581950886199,86.56648193237079,0
Block_3,Block_2,2.084806917037996,89.36462482153055,0
Block_2,Block_2,2.3558590997976223,-2.4757641066687808,0
Block_3,Block_1,3.947815691408176,98.48868286751623,0
Block_1,Block_2,20.0016675961928,-4.000971893177873,0
Block_3,Block_1,15.629537742174534,-0.3151322588315217,0
Block_2,Block_1,2.9576991132152965,-4.398414273936722,0
Block_2,Block_1,17.88746905762077,-3.388001112614714,0
Block_1,Block_2,6.438883911374358,-1.905824442646182,0
Block_1,Block_1,2.3690817670337285,-1.9395402351994602,0
Block_3,Block_2,3.7795753736899966,-2.514892551469905,0
Block_1,Block_2,1.9576910595828152,-2.3779049556215237,1
Block_3,Block_1,2.5259195121311806,882.2721009856086,0
Block_1,Block_1,2.542540386130518,-0.5247403134340844,0
Block_1,Block_1,3.722563402790733,-0.7022903804912604,0
Block_1,Block_1,0.05522953380312412,300.09447225326,0
Block_3,Block_1,0.06015692553045283,48.79166031729638,0
Block_1,Block_1,0.3354935003101147,27.76162842795197,0
Block_1,Block_1,3.5208157812828187,5.528957704297709,0
Block_2,Block_2,3.4201395549061897,-4.23293936927767,0
Block_3,Block_2,2.9671861634808034,306.69171976959706,0
Block_3,Block_2,18.274423075827922,412.2913420563577,0
Block_2,Block_1,18.81899224495488,855.1206160581355,0
Block_2,Block_1,2.794958673525849,69.81459086101943,0
Block_2,Block_1,1.904670151896937,48.079039939052535,0
Block_1,Block_1,1.2974478962906135,-0.5191415749417345,0
Block_1,Block_1,1.0835534669654647,-3.649844592516716,0
Block_1,Block_2,2.8566994239651984,653.5108621358138,0
Block_1,Block_1,1.0373866466087804,-4.904469489102533,0
Block_2,Block_2,0.5631992803372246,-2.501221325048471,0
Block_1,Block_1,0.41082655280757896,78.44048615922277,0
Block_2,Block_1,18.727403982474147,56.85662054208647,0
Block_3,Block_1,1.5205784561539408,0.09101942133130647,0
Block_2,Block_2,0.9408909636150868,-1.8280691944234917,0
Block_1,Block_2,17.49682540876394,-4.0995056344539265,0
Block_1,Block_1,20.01083552420721,-0.01138494498029097,0
Block_2,Block_1,17.318172646181267,85.35859012767571,0
Block_1,Block_1,0.5127013231920508,-3.720150841404792,0
Block_3,Block_1,1.992262412603044,779.3392468102683,0
Block_3,Block_2,3.7810884397431113,-3.1587331971385324,0
Block_3,Block_2,3.1685385024032886,-3.6608044023343433,0
Block_1,Block_1,22.601118160669195,-1.444001120567886,0
Block_2,Block_1,3.22471930368886,351.66879655537673,1
Block_2,Block_2,0.8260107692519276,-4.996471614814075,0
Block_2,Block_2,12.88635774734458,-1.7850591752529918,0
Block_2,Block_2,18.600940486389252,57.62311925291807,0
Block_3,Block_2,1.9102004185307655,-0.15765211888355424,0
Block_3,Block_1,3.359104518136737,60.07910979619013,0
Block_1,Block_2,1.4669403710867088,57.63892563696358,0
Block_1,Block_2,22.377009570235163,-0.39830531957656223,0
Block_3,Block_2,0.2956846399257329,28.89348180829423,0
Block_1,Block_1,1.3164561574055775,-1.7221661592611008,0
Block_2,Block_2,3.9773587214120036,65.79440602851354,0
Block_2,Block_2,3.503491261024233,553.5777445995755,0
Block_1,Block_1,23.76231519530366,19.806768997130877,0
Block_1,Block_1,0.6868750865710291,-1.408113076126,0
Block_1,Block_1,2.0707133340967845,623.2825995895142,0
Block_2,Block_2,1.27420134455684,-1.089795238879447,0
Block_1,Block_2,1.915119672121505,-3.3846492977398532,0
Block_2,Block_2,18.881851371358305,83.19868104102885,0
Block_1,Block_1,2.3466267707081463,-0.6773082343727959,0
Block_1,Block_1,3.2572578155294587,18.865618097980786,0
Block_2,Block_2,3.88494482105206,403.5017081321648,0
Block_2,Block_2,13.096989866551693,-1.5319117120449552,0
Block_3,Block_1,3.0482153913624104,566.4750997281569,0
Block_1,Block_1,3.419131579394888,76.33164065609913,0
Block_1,Block_2,16.163376793848688,-1.994626456250553,0
Block_2,Block_2,0.8293049627702125,617.6139455422153,0
Block_2,Block_1,2.8732508754605086,-1.1041569429239533,0
Block_1,Block_2,2.3464731402208554,-0.5500226873228229,0
Block_2,Block_2,0.7479619251230707,48.233713831796244,0
Block_2,Block_1,0.1374307143276785,-3.188709973798116,0
Block_1,Block_1,22.85551482893151,116.73306835643322,0
Block_1,Block_1,0.04532454076703196,369.6715657845159,0
Block_3,Block_1,2.3334144603682114,77.28847074127856,0
Block_1,Block_2,2.2762982697982403,-2.6054691215822356,0
Block_2,Block_1,0.8849853590289736,-3.4986159883774066,0
Block_3,Block_1,0.9051733520424491,358.08829647648867,0
